title,employer,location,date_posted,posted,primary_field,category,preferred_education,salary,type,employment_type,job_description,employer_about,link,postgraduates,undergraduates,endowment,established,campus,academic_staff,latitude,longitude
"Editor, Environmental History",American Society for Environmental History and Forest History Society,"Nationwide, United States","September 22, 2017",1 Month Ago,Open,"Environmental, History Education, Humanities",,Open,- Experienced,Other,"The American Society for Environmental History and the Forest History Society seek applicants to serve as Editor of the journal Environmental History for a five-year term beginning July 2019. The successful applicant will serve as Editor-elect for a transition period of 6 to 12 months. For information on qualifications, responsibilities, application materials, and search procedures see: http://environmentalhistory.net/wp-content/uploads/2017/08/EH-editor-ad-final.pdf Interested parties may request further information from Chair of the Search Committee by writing to åÊNancy_Jacobs@brown.edu. Review of applications will begin on January 15, 2018; the final deadline for receipt of applications is February 1, 2018.",The American Society for Environmental History is a non-profit 501 c3 organization.,http://careers.historians.org/jobs/10302108/editor-environmental-history,,,,,,,47.2445088,-122.437991
Advanced Associate/ Full Professor Position in Ottoman History,University of Texas at Austin History Department,"Austin, Texas","September 22, 2017",1 Month Ago,Middle East/North Africa,Islamic,,Open,- Experienced,Full-Time Tenure-Track/Tenured Faculty,"The History Department of the University of Texas at Austin invites applications for an advanced associate or full professor position in Ottoman history, with a preference for scholars of social, intellectual, or cultural history who focus on the early modern era (c. 1500-1800). We have a particular interest in those whose work takes an expansive, trans-regional view of the Ottoman Empire. We are looking for scholarship on phenomena likeåÊclimate, environment, military power, consumer culture, or international trade, as embedded in contacts between the Ottoman provinces and the Ottoman center, as well as entanglements between the Ottoman Empire and the wider early modern world. Applicants should have an outstanding record of publication and an established international reputation in the field. Applicants should also have documented evidence of teaching excellence. The successful candidate will be expected to engage in high quality research/scholarly activities, demonstrate effective classroom teaching at the graduate and undergraduate levels, direct graduate research, and exhibit a commitment to service to the department, college,åÊand university. A PhD degree in History or related field is required.åÊApplicants may currently hold the rank of either associate or full professor. Salary for this position will be commensurate with qualifications and experience. Interested applicants are invited to submit a letter of interest, detailed curriculum vitae, and three letters of recommendation to Dr. Denise Spellberg, Department of History, The University of Texas at Austin. All materials should be submitted online via: https://dossier.interfolio.com/apply/44876.åÊ For full consideration, applications should be received by November 15th, 2017. The review of applications will begin immediately and continue until the position is filled. The University of Texas at Austin is an Affirmative Action/Equal Opportunity employer. Background checks will be conducted on the successful candidate. The positions are subject to final budgetary approval. If you do not have a free dossier account with Interfolio, you will be prompted to create one during the application process, assistance is available from Interfolio's Customer Support - help@interfolio.com or call (877) 997-8807.åÊ The University of Texas at Austin is an Equal Opportunity Employer with a commitment to diversity at all levels. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, nationalåÊorigin, age, disability or veteran status. (Compliant with the new VEVRAA and Section 503 Rules).  

						
							
								
								 
							
						
		
			NOTES:
			
				Additional Salary Information: Open 
			
		
	
							
								Internal Number: Rec ID 6314","The History Department at the University of Texas at Austin has over 50 faculty members and a highly ranked graduate program. The university provides a competitive benefits package, including insurance, retirement benefits, as well as many other programs and services for employees (http://www.utexas.edu/hr/prospective/benefits.html).",http://careers.historians.org/jobs/10301334/advanced-associate-full-professor-position-in-ottoman-history,11163.0,40168.0,3642000000.0,1883.0,,3071.0,30.2862557,-97.7329957
Niehaus Visiting Fellowship Program,"Princeton University, Woodrow Wilson School, Niehaus Center for Globalization and Governance","Princeton, New Jersey","September 21, 2017",1 Month Ago,Political,"Humanities, Political, World/Global",Doctorate,Open,- Experienced,"Visiting Faculty, Fellowship","The Niehaus Center for Globalization and Governance (NCGG) at Princeton University‰Ûªs Woodrow Wilson School of Public and International Affairs seeks up to eight visitors for the 2018-2019 academic year Visiting Fellowship Program. These awards are designed to promote basic research in the broad areas of international and comparative political economy, international organization and global governance, and globalization. Research on the causes and consequences of globalization, the political economy of foreign trade, monetary and regulatory policies, the sources of international cooperation at the global and regional level, the domestic and international politics of economic development, the political economy of human security issues, the evolution and impact of international institutions, and the politics of international law and human rights policies is of relevance. Outstanding scholars anywhere in the world are eligible to apply. The Center invites candidates with a background in political science, economics, modern history, sociology, anthropology, law, business, and other disciplines bearing on the study of globalization to apply. Selected candidates will be required to be in residence for the duration of the fellowship (September 1, 2018 - July 1, 2019). Application Deadline ‰ÛÒ December 8, 2017, 11:59p.m. EST Application Process ‰ÛÒ All candidates must use the online application process to submit materials at: http://www.princeton.edu/acad-positions/position/3921. Applicants are required to hold a Ph.D. in one of the above mentioned disciplines. To apply, please provide the following:  Cover letter explaining the candidate‰Ûªs scholarly career, prospective or actual doctoral defense date, and academic interests; Current curriculum vitae including publications; 2,000-word description of the proposed research project, including its specific objectives, importance, and research design; One writing sample (limit of 100 pages); Contact information for three references, who will be asked to comment specifically on the applicant‰Ûªs qualifications for the proposed research project. Referees will be contacted directly by email with instructions for submitting a confidential recommendation on your behalf. Letters of reference are to be submitted by the end of business day on Friday, December 8, 2017. Complete your application well before the deadline so that references can be submitted in a timely manner.åÊ  Candidates who hold positions at academic institutions may also be required to submit:  Statement indicating if a sabbatical leave is available; Home institution policy with regard to sabbatical pay; History of ‰Û÷sabbatical leaves‰Ûª over the past seven years; A confidential statement indicating salary for the current academic year (September 2017 - July 1, 2018).åÊ  These materials must be submitted online by Friday, December 8, 2017, 11:59p.m. EST. Salary ‰ÛÒ Rank and salary will be contingent on qualifications. NCGG Fellows will receive applicable Princeton University benefits, a taxable moving allowance, and a $5,000 research fund. Successful applicants will be notified of the outcome of their application in March 2018. For more information about the Niehaus Center for Globalization and Governance fellowship program, please contact Patricia Trinity, Assistant Director at ptrinity@princeton.edu. Princeton University is an Equal Opportunity/Affirmative Action Employer and all qualified applicants will receive consideration for employment without regard to age, race, color, religion, sex, sexual orientation, gender identity or expression, national origin, disability status, protected veteran status, or any other characteristic protected by law.  

						
							
								
								 
							
						
		
			NOTES:
			
				8 openings.Additional Salary Information: Salary will be contingent on qualifications.","Princeton University is a vibrant community of scholarship and learning that stands in the nation's service and in the service of all nations. Chartered in 1746, Princeton is the fourth-oldest college in the United States. Princeton is an independent, coeducational, nondenominational institution that provides undergraduate and graduate instruction in the humanities, social sciences, natural scienc...es and engineering.As a world-renowned research university, Princeton seeks to achieve the highest levels of distinction in the discovery and transmission of knowledge and understanding. At the same time, Princeton is distinctive among research universities in its commitment to undergraduate teaching.Today, more than 1,100 faculty members instruct approximately 5,200 undergraduate students and 2,600 graduate students. The University's generous financial aid program ensures that talented students from all economic backgrounds can afford a Princeton education.
			Show more
			Show less",http://careers.historians.org/jobs/10292692/niehaus-visiting-fellowship-program,2781.0,5400.0,23800000000.0,1746.0,500.0,1238.0,40.3484414,-74.6546804
Niehaus Visiting Fellowship Program in Regional Political Economy,"Princeton University, Woodrow Wilson School, Niehaus Center for Globalization and Governance","Princeton, New Jersey","September 21, 2017",1 Month Ago,Middle East/North Africa,"Africa, Latin America/Caribbean, Middle East/North Africa",Doctorate,Open,- Experienced,"Visiting Faculty, Fellowship","The Niehaus Center for Globalization and Governance (NCGG) at Princeton University‰Ûªs Woodrow Wilson School of Public and International Affairs seeks two visitors or more candidates for the Visiting Fellowship Program in regional political economy for the 2018-2019 academic year. This fellows program is targeted at developing a generation of scholars able to analyze and make policy recommendations about the regional political economy in the Middle East, East, South, or Southeast Asia, Africa and Latin America. The Center invites candidates with a background in economics, political science, contemporary history, sociology, law, business, and other disciplines bearing on the study of markets, politics, and economic development, focusing on the regions of the Middle East, East, South, or Southeast Asia, Africa and Latin America to apply. Scholarly work should explore the ways in which the politics within and between a set of countries intersect with natural resource endowments, market conditions, technological and physical infrastructure, and cultural biases to explain existing patterns of economic development and to promote higher levels of development more effectively. Selected candidates will be required to be in residence for the duration of the fellowship (September 1, 2018 - July 1, 2019).åÊ Application Deadline ‰ÛÒ January 02, 2018 Application Process ‰ÛÒåÊåÊ All candidates must use the online application process to submit materials at: http://www.princeton.edu/acad-positions/position/3923. Applicants are required to hold a Ph.D. in one of the above mentioned disciplines. To apply, please provide the following:  Cover letter explaining the candidate‰Ûªs scholarly career, prospective or actual doctoral defense date, and academic interests; Current curriculum vitae including publications; 2,000-word description of the proposed research project, including its specific objectives, importance, and research design; One writing sample (limit of 100 pages); Contact information for three references, who will be asked to comment specifically on the applicant‰Ûªs qualifications for the proposed research project. Referees will be contacted directly by email with instructions for submitting a confidential recommendation on your behalf. Letters of reference are to be submitted by the end of business day on Tuesday, January 2, 2018. Complete your application well before the deadline so that references can be submitted in a timely manner.  Candidates who hold positions at academic institutions may also be required to submit:  Statement indicating if a sabbatical leave is available; Home institution policy with regard to sabbatical pay; History of ‰Û÷sabbatical leaves‰Ûª over the past seven years; A confidential statement indicating salary for the current academic year (September 2017 - July 1, 2018).  These materials must be submitted online by Tuesday, January 2, 2018. Salary ‰ÛÒ Rank and salary will be contingent on qualifications. NCGG Fellows will receive applicable Princeton University benefits, a taxable moving allowance, and a $5,000 research fund. Successful applicants will be notified of the outcome of their application in March 2018. For more information about the Niehaus Center for Globalization and Governance fellowship program, please contact Patricia Trinity, Assistant Director at ptrinity@princeton.edu.  

						
							
								
								 
							
						
		
			NOTES:
			
				2 openings.Additional Salary Information: Salary contingent on qualifications","Princeton University is a vibrant community of scholarship and learning that stands in the nation's service and in the service of all nations. Chartered in 1746, Princeton is the fourth-oldest college in the United States. Princeton is an independent, coeducational, nondenominational institution that provides undergraduate and graduate instruction in the humanities, social sciences, natural scienc...es and engineering.As a world-renowned research university, Princeton seeks to achieve the highest levels of distinction in the discovery and transmission of knowledge and understanding. At the same time, Princeton is distinctive among research universities in its commitment to undergraduate teaching.Today, more than 1,100 faculty members instruct approximately 5,200 undergraduate students and 2,600 graduate students. The University's generous financial aid program ensures that talented students from all economic backgrounds can afford a Princeton education.
			Show more
			Show less",http://careers.historians.org/jobs/10292674/niehaus-visiting-fellowship-program-in-regional-political-economy,2781.0,5400.0,23800000000.0,1746.0,500.0,1238.0,40.3484414,-74.6546804
"Assistant Professor, History of U.S. Political Economy from the Civil War to the Present","History Department, University of Wisconsin - Madison","Madison, Wisconsin","September 21, 2017",1 Month Ago,United States/North America,"Business/Economic/Capitalism, Law/Legal, Political",Doctorate,Open,- Entry Level,Full-Time Tenure-Track/Tenured Faculty,"The Department of History at the UW-Madison invites applications for an Assistant Professor (tenure track) position in the history of U.S. political economy from the Civil War to the present, with appointment to begin August 2018. The successful candidate will hold the John W. and Jeanne M. Rowe Chair in the History of American Politics, Institutions, and Political Economy. We welcome candidates whose work focuses on United States politics, markets, and institutions, and who seek to integrate the insights of such fields as (for instance) business history, economic history, environmental history, labor history, legal history, and the history of the state. The ideal candidate will actively engage in the intellectual life of our large history faculty with diverse temporal, geographical, and methodological interests, as well as embrace departmental commitments to undergraduate and graduate education and engage in significant ongoing research and publication. The successful applicant will be expected to teach undergraduate and graduate courses in the history of U.S. political economy since the Civil War. The successful candidate will perform departmental, university and community services as appropriate. The UW-Madison is an equal opportunity employer and is committed to creating a diverse and inclusive community. A criminal background check will be required prior to employment. Unless confidentiality is requested in writing, information regarding applicants must be released upon request. Finalists cannot be guaranteed confidentiality. For full consideration, all materials must be received no later than midnight, Friday, November 17, 2017. Interested candidates should find the position announcement at jobs.wisc.edu, click on ""Apply Now"" and submit a letter of application, curriculum vitae, and a writing sample of roughly 35 pages. If the writing sample forms part of a larger book manuscript or dissertation, please include an abstract and table of contents or a statement of how the writing sample fits in with the larger project. You will be asked to provide contact information for three references; they will each receive an electronic link through which they can upload a signed letter of reference.  

						
							
								
								Applicants must hold Ph.D. in history or a related field by start of appointment. Applicants must demonstrate potential for excellence in teaching and scholarly research. 
							
						
		
			NOTES:
			
				Additional Salary Information: Negotiable 
			
		
	
							
								Internal Number: 92080","The University of Wisconsin-Madison is consistently ranked among the very best in the nation. Our internationally recognized faculty offer training in a comprehensive array of regional and transnational fields, with strengths in virtually all areas of the world.",http://careers.historians.org/jobs/10292424/assistant-professor-history-of-us-political-economy-from-the-civil-war-to-the-present,13802.0,29536.0,2419000000.0,1848.0,936.0,2220.0,43.0744211,-89.4002807
Visiting Assistant Professor of American History before 1860,The University of the South,"Sewanee, Tennessee","September 21, 2017",1 Month Ago,United States/North America,"US/North America, Women/Gender",Doctorate,Open,- Experienced,Full-Time Non-Tenure-Track Faculty,"The Department of History of the University of the South invites applications for a three-year visiting assistant professor in the history of North America before 1860. The appointment begins August 2018, and there is the possibility of extension for two additional years beyond the original three. Areas of specialization other than the American South and African American history are preferred. Teaching load for this position is six courses per year. The successful candidate will teach the U.S. History survey and courses in their fields of expertise. A PhD in history or in a related field in hand by August 1, 2018 is required. The University of the South comprises a well-regarded College of Liberal Arts and Sciences and a distinguished School of Theology. It is an institution of the Episcopal Church that welcomes individuals of all backgrounds. The University is located on a striking, 13,000-acre campus on Tennessee's Cumberland Plateau. The University of the South is an equal opportunity educational institution that is committed to creating and maintaining a diverse and inclusive campus environment. Eligibility for employment is contingent upon successful prescreening.åÊ Applicants must submit a cover letter, curriculum vitae, a graduate transcript (unofficial accepted), and three letters of recommendation.* A teaching dossier consisting of sample syllabi and course evaluations is also desirable. All application materials must be submitted through the online portal at https://jobs.sewanee.edu/postings/2337 no later than November 15, 2017.åÊ *Letters of recommendation may be submitted electronically directly from the referees or via dossier services to Kristen Kleinfeld, Assistant for Finance and Administration, at fachire@sewanee.edu. The department will conduct preliminary interviews at the American Historical Association meeting in Washington, D.C. in January 2018. Please direct questions regarding the position to the chair of the department, Professor Woody Register (wregiste@sewanee.edu).","The University of the South comprises a well-regarded College of Liberal Arts and Sciences and a distinguished School of Theology. It is an institution of the Episcopal Church that welcomes individuals of all backgrounds. The University is located on a striking, 13,000-acre campus on Tennessee's Cumberland Plateau.",http://careers.historians.org/jobs/10300598/visiting-assistant-professor-of-american-history-before-1860,184.0,1653.0,,1857.0,13000.0,,35.20518,-85.91766059999998
"Latin American History, Assistant Professor","University of Nevada, Las Vegas","Las Vegas, Nevada","September 20, 2017",1 Month Ago,Latin America,World/Global,Doctorate,Open,- Experienced,Full-Time Tenure-Track/Tenured Faculty,"The University of Nevada, Las Vegas invites applications for Latin American History, Assistant Professor, College of Liberal Arts [18520] åÊ PROFILE of the UNIVERSITY UNLV is a doctoral-degree-granting institution of approximately 30,000 students and more than 3,000 faculty and staff that is classified by the Carnegie Foundation for the Advancement of Teaching as a research university with high research activity. UNLV offers a broad range of respected academic programs and is on a path to join the top tier of national public research universities. The University of Nevada, Las Vegas (UNLV) achieved designation from the Department of Education as a Title III & Title V Minority Serving Institution (MSI). In 2015, UNLV achieved designations as an Asian-American and Native-American, Pacific Islander-Serving Institution (AANAPISI), and as a Hispanic Serving Institution (HSI). The university is committed to recruiting and retaining top students and faculty, educating the region‰Ûªs diversifying population and workforce, driving economic activity through increased research and community partnerships, and creating an academic health center for Southern Nevada that includes the launch of a new UNLV School of Medicine. UNLV is located on a 332-acre main campus and two satellite campuses in Southern Nevada. For more information, visit us on line at: http://www.unlv.edu åÊ COMMITTMENT to DIVERSITYåÊåÊåÊ  The successful candidate will demonstrate support for diversity, equity and inclusiveness as well as participate in maintaining a respectful, positive work environment. åÊ ROLE of the POSITION The History Department at the University of Nevada Las Vegas (UNLV) invites applications for a tenure-track position at the assistant professor level in the history of modern Latin America, excluding Mexico. The successful candidate will demonstrate an ability to teach courses at all levels of instruction and the ability to teach sections of World History are especially welcome. As a Minority Serving Institution, UNLV seeks evidence of strong mentorship of underrepresented students. åÊ QUALIFICATIONS This position requires a Ph.D. in history or a related discipline from a regionally accredited college or university prior to start of appointment. åÊ SALARY RANGE Salary competitive with those at similarly situated institutions. Position is contingent upon funding. åÊ APPLICATION DETAILS Submit a letter of interest, a detailed curriculum vitae listing qualifications and experience, and three letters of recommendation. Applicants should fully describe their qualifications and experience, with specific reference to each of the minimum and preferred qualifications. åÊ Although this position will remain open until filled, review of candidates‰Ûª materials will begin on October 20, 2017 and best consideration will be gained for materials submitted prior to that date. Materials should be addressed to Dr. Maria Raquel Casas, Search Committee Chair, and are to be submitted via on-line application at https://hrsearch.unlv.edu. Please have three confidential letters of recommendation sent directly to history@unlv.edu. The Department will interview semi-finalists through Go To Meeting. For assistance with UNLV‰Ûªs on-line applicant portal, contact UNLV Employment Services at (702) 895-3504 or applicant.inquiry@unlv.edu. åÊ UNLV is an Equal Opportunity / Affirmative Action educator and employer committed to achieving excellence through diversity. All qualified applicants will receive consideration for employment without regard to, among other things, race, color, religion, sex, age, creed, national origin, veteran status, physical or mental disability, sexual orientation, genetic information, gender identity, gender expression, or any other factor protected by anti-discrimination laws. The University of Nevada, Las Vegas employs only United States citizens and non-citizens lawfully authorized to work in the United States. Women, under-represented groups, individuals with disabilities, and veterans are encouraged to apply.","UNLV is a comprehensive research university of approximately 28,000 students and 2,900 faculty and staff dedicated to teaching, research, and service. The university has internationally recognized programs in hotel administration and creative writing; professional degrees in law, architecture, and dental medicine; and leading programs in fine arts, sciences and education. UNLV is located on a 332-acre main campus and two satellite campuses in dynamic Southern Nevada.",http://careers.historians.org/jobs/10290746/latin-american-history-assistant-professor,2887.0,17794.0,302700000.0,1874.0,,1528.0,36.1085197,-115.1431709
Associate Professor of History,Chapman University,"Orange, California","September 19, 2017",1 Month Ago,Open,Other,Doctorate,Open,- Experienced,Full-Time Tenure-Track/Tenured Faculty,"Chapman University seeks applications for a tenured Associate Professor in the History Department within Wilkinson College Arts, Humanities, and Social Sciences beginning August 2018.åÊThe History Department seeks applicants with research and teaching interests in the history of War & Society. War and Society expands the study of warfare beyond its military, diplomatic, and political dimensions by examining the social and cultural aspects of how societies go to war, experience war, and its consequences.åÊThe successful candidate would teach undergraduate and graduate classes, and also have administrative responsibilities in the Department‰Ûªs Master of Arts in War & Society. Details about the MA in War & Society are available at https://www.chapman.edu/wilkinson/graduate-studies/ma-warsociety.aspx. A doctoral degree, strong publication record, evidence of ongoing scholarly productivity, evidence of effective teaching, and commitment to a student-centered learning environment and cultural diversity are required. Qualified applicants should electronically submit a letter of intent, curriculum vita, and a list with the names and contact information of three references to:åÊDr. Jennifer Keene, Search ChairåÊat slaird@chapman.edu.åÊPlease use ""History Position"" as the email subject line.åÊShort-listed candidates will be asked to submit additional materials, including references. Application review begins December 1 and will continue until the position is filled. Chapman University offers a relocation expense reimbursement package as well as a first-time Orange County homebuyer assistance program.Successful completion of a background check is required for the final candidate.Note: This position is subject to final budget approval.  

						
							
								
								åÊ åÊ 
							
						
		
			NOTES:
			
				Employer will assist with relocation costs.","Chapman University, located in the heart of Orange County, California, offers traditional undergraduate programs in the arts and sciences and select pre-professional and graduate programs. Ranked in the top tier of western universities by U.S. News and World Report, Chapman has gained national recognition with its commitment to excellence through research and innovative teaching. More information ...about the History Department and Wilkinson College of Humanities and Social Sciences is available at http://www.chapman.edu.
			Show more
			Show less",http://careers.historians.org/jobs/10288264/associate-professor-of-history,1500.0,6000.0,301500000.0,1861.0,75.0,581.0,33.793347600000004,-117.8513503
Tenure-Track Assistant Professor of American History,Elmhurst College,"Elmhurst, Illinois","September 18, 2017",1 Month Ago,United States/North America,History Education,Doctorate,Open,- Experienced,Full-Time Tenure-Track/Tenured Faculty,"Elmhurst College invites applications for a tenure-track assistant professor of American History in the Department of History. Primary field of preparation and study is open, but the successful candidate must be prepared to teach a broad range of courses. Main teaching responsibilities will include introductory surveys as well as upper division electives. Co-operation with a strong secondary education certification program is vital, and the ability to offer courses in minor or outside fields will be helpful. åÊ The teaching load is twelve hours, separated into three four-hour courses / preparations each semester. Candidates should have a commitment to creating an inclusive learning environment for a diverse student body.åÊ Requirements:  Evidence of outstanding teaching or teaching potential and scholarly interest is essential.åÊ PhD in hand is required by September 1, 2018.  Elmhurst College is a leading four-year college that seamlessly blends liberal learning and professional preparation to help students reach their full potential. Elmhurst College offers more than 60 undergraduate majors, 17 graduate programs, degree-completion programs for busy adults, and the acclaimed Elmhurst Learning and Success Academy for young adults with developmental disabilities. Elmhurst College is one of the Top 10 Colleges in the Midwest, according to U.S. News & World Report; and U.S. News, Money and Forbes magazines consistently rank Elmhurst as one of the Midwest‰Ûªs best values in higher education. Recruiting and retaining a diverse workforce is a critical component of the College‰Ûªs mission, vision and core values. Our commitment stems from the belief that an institution of higher learning is enriched by the presence of diversity. Elmhurst College is an AA/EO Employer. Elmhurst College does not discriminate on grounds of race, color, national origin, gender, sexual orientation, religion, age, creed, ancestry, veteran status, marital status, disability, or other classification protected by applicable law with respect to all aspects of employment. Apply at http://elmhurst.simplehire.com/postings/578. Review of applications will begin December 1st. Questions can be directed to Robert Butler, Professor & Chair Department of History, Elmhurst College; robb@elmhurst.edu.","Elmhurst College offers more than 60 undergraduate majors, 17 graduate programs, degree-completion programs for busy adults, and the acclaimed Elmhurst Learning and Success Academy for young adults with developmental disabilities. Elmhurst College is one of the Top 10 Colleges in the Midwest, according to U.S. News & World Report; and U.S. News Money and Forbes magazines consistently rank Elmhurst... as one of the Midwest‰Ûªs best values in higher education. Recruiting and retaining a diverse workforce is a critical component of the College‰Ûªs mission, vision and core values. Our commitment stems from the belief that an institution of higher learning is enriched by the presence of diversity. Elmhurst College is an AA/EO Employer. Elmhurst College does not discriminate on grounds of race, color, national origin, gender, sexual orientation, religion, age, creed, ancestry, veteran status, marital status, disability, or other classification protected by applicable law with respect to all aspects of employment.
			Show more
			Show less",http://careers.historians.org/jobs/10283957/tenure-track-assistant-professor-of-american-history,,,,1871.0,48.0,160.0,41.895871,-87.945605
Postdoctoral Positions in Values and Public Policy,Princeton University,"Princeton, New Jersey","September 18, 2017",1 Month Ago,Other,Political,Doctorate,Open,- Experienced,Fellowship,"The University Center for Human Values and the Woodrow Wilson School of Public and International Affairs invite applications for postdoctoral positions in Values and Public Policy. We aim to support highly promising scholars trained in moral and political philosophy, political theory, normative economics and related areas to develop a research agenda in the ethical dimensions of public policy. Candidates selected will undertake a research project exploring a normative problem arising in an area of public policy in which the Woodrow Wilson School conducts research. They will be affiliated with a unit of the School that can inform and support their work. They will also be invited to participate in programs of the University Center for Human Values. Candidates will be expected to contribute the equivalent of one course each year to the undergraduate or graduate programs of the School or the University Center. This contribution may be fulfilled by teaching a course on a topic related to ethical issues in public policy, subject to sufficient enrollment and approval by the Dean of the Faculty, or service to the School or Center.    Qualifications Applicants must have a Ph.D. and should not have held the degree for more than three years by the date of appointment. They may not be employed by another institution during the term of their Princeton appointment. Applicants‰Ûª dissertation research need not be specifically in values and public policy, but they will be expected to demonstrate a commitment to working on a research project in this area during their time at Princeton. Projects must be related to an area in which the School has a Center or Program (such as science and environmental policy, health and well-being, democratic institutions and processes, information technology policy or globalization and governance). For more information about these areas, please consult http://wws.princeton.edu/centers-programs. Applications will be evaluated on the basis of the applicant‰Ûªs previous accomplishments, the promise of the proposed research project in values and public policy, and the likelihood that the project will be enhanced by being carried out at the Woodrow Wilson School. The capacity to contribute to the University‰Ûªs teaching program will also be taken into account. Term of Appointment The term of appointment is one year, normally beginning September 1, 2018, with the expectation of renewal for one further year assuming good performance. Applicants are expected to be in residence for the duration of the appointment. Princeton offers competitive salary and employee benefits.       How to Apply   A current curriculum vitae;   A research proposal (not to exceed 1,500 words), conforming to the expectations stated above. Please identify the Woodrow Wilson School center or program with which you wish to be associated and briefly describe what you hope to gain from carrying out the project there. Also please supply an indicative title for the project at the beginning of the proposal;   A scholarly paper or dissertation chapter (not to exceed 12,000 words) representing your scholarly achievement or potential;   Contact information for two referees, who will be asked to comment specifically on your qualifications for the proposed research project. Referees will be contacted directly by email with instructions for uploading letters of reference.   These materials should be submitted online by Monday, November 13, 2017. We cannot accept application materials by any other method. Letters of reference are to be submitted by end of business day on Thursday, November 16, 2017. The selection committee will begin reviewing applications immediately and applications lacking any of the elements listed above may be at a disadvantage. Decisions will be announced in March 2018. This position is subject to the University‰Ûªs background check policy. Princeton University is an Equal Opportunity/Affirmative Action Employer and all qualified applicants will receive consideration for employment without regard to age, race, color, religion, sex, sexual orientation, gender identity or expression, national origin, disability status, protected veteran status, or any other characteristic protected by law.        

						
							
								
								åÊ åÊ 
							
						
							
								Internal Number: VPPAY18-19","Established in 1990 through the generosity of Laurance S. Rockefeller ‰Û÷32, the University Center for Human Values at Princeton University fosters ongoing inquiry into important ethical issues in private and public life and supports teaching, research, and discussion of ethics and human values throughout the curriculum and across the disciplines at Princeton University.",http://careers.historians.org/jobs/10284083/postdoctoral-positions-in-values-and-public-policy,2781.0,5400.0,23800000000.0,1746.0,500.0,1238.0,40.3439888,-74.6514481
"Assistant Professor, Civil War Era",Weber State University,"Ogden, Utah","September 18, 2017",1 Month Ago,United States/North America,History Education,,Open,- Experienced,Full-Time Tenure-Track/Tenured Faculty,"CIVIL WAR ERA U.S.: Weber State University invites applications for a tenure-track assistant professorship starting July 1, 2018 in Civil War Era U.S. History, subfields open. The successful candidate will offer upper-division courses in 19th-century U.S. and lower-division courses in American history. åÊ PhD required by 1 July 2018. Seeking candidates with demonstrated excellence in teaching, ability to develop courses that complement existing course offerings, and strong commitment to scholarship. To apply, please complete the online faculty/staff data form at http://jobs.weber.edu/applicants/Central?quickFind=62917åÊand attach a letter of application, current c.v., statement of teaching philosophy, and evidence of teaching experience.åÊAdditionally, please arrange to have three letters of reference sent directly from the authors to Prof. Gene Sessions, 1299 Edvalson Street, Ogden, UT 84408-1205.åÊDeadline for applications is November 1, 2017, with intent of interviewing at the AHA annual meeting in Washington D. C.åÊCriminal background check required as a condition of employment.åÊEOE/Minorities/Females/Vet/Disability  

						
							
								
								 
							
						
							
								Internal Number: 11082","Weber State University
Ogden, UT
Department of History, College of Social & Behavioral Sciences",http://careers.historians.org/jobs/10284542/assistant-professor-civil-war-era,,,110600000.0,1889.0,,,41.1924454,-111.9418739
"Assistant Professor, African History",Earlham College,"RIchmond, Indiana","September 15, 2017",1 Month Ago,Open,African American,,Open,- Experienced,Full-Time Tenure-Track/Tenured Faculty,"Earlham College invites applications for a full-time tenure-track appointment in African History at the assistant professor level beginning Fall 2018. The Department seeks candidates committed to teaching excellence and liberal arts education. The candidate must be able to make a significant contribution to the college's interdisciplinary program in African and African American Studies. Responsibilities include teaching first year intensive writing courses, the African History Sequence (To and Since 1880), and courses in fields of specialization/interests. Ph.D. required. Applicants should send letter of application detailing teaching and research interests, a 300-500 word statement describing the applicant‰Ûªs ability to contribute to the advancement of Earlham‰Ûªs goals to be a diverse and inclusive institution, c.v., and three letters of reference to Cheri Gaddis, Earlham College Dept. of History, Drawer 141, 801 National Road West, Richmond, IN 47374, or submit electronically (preferred) to historysearch@earlham.edu. Review of applications will begin on November 1 and continue until the position is filled. Earlham College is an Equal Opportunity Employer that seeks applications from candidates who contribute to diversity in terms of race, ethnicity, age, religious affiliation, gender, sexual orientation, gender identity, disability, and veteran status, among other distinctions and contributions. As a College with a Quaker identity, Earlham also is eager to solicit applications from members of the Religious Society of Friends (Quakers). Earlham utilizes E-Verify to confirm employment eligibility for all newly hired employees within the United States.",,http://careers.historians.org/jobs/10278938/assistant-professor-african-history,,,384100000.0,1847.0,800.0,,39.82088529999999,-84.91305200000002
